Frequency,Phase
65736.1843196589,2.06007016313017
65736.1843196589,0.112191547056034
65736.1843196589,2.66761838926515
65736.1843196589,2.93422632565759
65736.1843196589,2.13230937623431
65736.1843196589,2.38051082755506
65736.1843196589,2.33461950250529
65736.1843196589,1.23221752310796
65736.1843196589,2.05924452437235
65736.1843196589,0.537798840821172
65736.1843196589,2.21810920321822
65736.1843196589,0.100005836322157
65736.1843196589,0.869979215163289
65736.1843196589,0.145051701612858
65736.1843196589,0.30514849036063
65736.1843196589,2.58696906401403
65736.1843196589,2.18286849744474
65736.1843196589,0.996197397016342
65736.1843196589,2.98521060790962
65736.1843196589,0.108215553452901
65736.1843196589,1.3783560571005
65736.1843196589,1.19870124571845
65736.1843196589,2.40494191784856
65736.1843196589,2.49819416754753
65736.1843196589,0.587077601625226
65736.1843196589,1.53864022779815
65736.1843196589,1.39985033469435
65736.1843196589,2.03045220448505
65736.1843196589,2.22853534133869
65736.1843196589,2.37091813587784
65736.1843196589,0.867158354105291
65736.1843196589,2.13534893622882
65736.1843196589,2.05805107666556
65736.1843196589,0.51085983267494
65736.1843196589,0.373842242178014
65736.1843196589,1.56565684452034
65736.1843196589,3.01512456940131
65736.1843196589,1.06935329828115
65736.1843196589,1.83867286686109
65736.1843196589,0.703125944891039
65736.1843196589,2.36017507439865
65736.1843196589,0.80140494069348
65736.1843196589,1.58951095654316
65736.1843196589,2.19621429619387
65736.1843196589,2.79885511322572
65736.1843196589,3.01370289407711
65736.1843196589,1.71912828886453
65736.1843196589,0.435501531198557
65736.1843196589,0.469020951089329
65736.1843196589,0.808986039393864
70289.596853781,2.06007016313017
70289.596853781,0.112191547056034
70289.596853781,2.66761838926515
70289.596853781,2.93422632565759
70289.596853781,2.13230937623431
70289.596853781,2.38051082755506
70289.596853781,2.33461950250529
70289.596853781,1.23221752310796
70289.596853781,2.05924452437235
70289.596853781,0.537798840821172
70289.596853781,2.21810920321822
70289.596853781,0.100005836322157
70289.596853781,0.869979215163289
70289.596853781,0.145051701612858
70289.596853781,0.30514849036063
70289.596853781,2.58696906401403
70289.596853781,2.18286849744474
70289.596853781,0.996197397016342
70289.596853781,2.98521060790962
70289.596853781,0.108215553452901
70289.596853781,1.3783560571005
70289.596853781,1.19870124571845
70289.596853781,2.40494191784856
70289.596853781,2.49819416754753
70289.596853781,0.587077601625226
70289.596853781,1.53864022779815
70289.596853781,1.39985033469435
70289.596853781,2.03045220448505
70289.596853781,2.22853534133869
70289.596853781,2.37091813587784
70289.596853781,0.867158354105291
70289.596853781,2.13534893622882
70289.596853781,2.05805107666556
70289.596853781,0.51085983267494
70289.596853781,0.373842242178014
70289.596853781,1.56565684452034
70289.596853781,3.01512456940131
70289.596853781,1.06935329828115
70289.596853781,1.83867286686109
70289.596853781,0.703125944891039
70289.596853781,2.36017507439865
70289.596853781,0.80140494069348
70289.596853781,1.58951095654316
70289.596853781,2.19621429619387
70289.596853781,2.79885511322572
70289.596853781,3.01370289407711
70289.596853781,1.71912828886453
70289.596853781,0.435501531198557
70289.596853781,0.469020951089329
70289.596853781,0.808986039393864
31349.3408146753,2.06007016313017
31349.3408146753,0.112191547056034
31349.3408146753,2.66761838926515
31349.3408146753,2.93422632565759
31349.3408146753,2.13230937623431
31349.3408146753,2.38051082755506
31349.3408146753,2.33461950250529
31349.3408146753,1.23221752310796
31349.3408146753,2.05924452437235
31349.3408146753,0.537798840821172
31349.3408146753,2.21810920321822
31349.3408146753,0.100005836322157
31349.3408146753,0.869979215163289
31349.3408146753,0.145051701612858
31349.3408146753,0.30514849036063
31349.3408146753,2.58696906401403
31349.3408146753,2.18286849744474
31349.3408146753,0.996197397016342
31349.3408146753,2.98521060790962
31349.3408146753,0.108215553452901
31349.3408146753,1.3783560571005
31349.3408146753,1.19870124571845
31349.3408146753,2.40494191784856
31349.3408146753,2.49819416754753
31349.3408146753,0.587077601625226
31349.3408146753,1.53864022779815
31349.3408146753,1.39985033469435
31349.3408146753,2.03045220448505
31349.3408146753,2.22853534133869
31349.3408146753,2.37091813587784
31349.3408146753,0.867158354105291
31349.3408146753,2.13534893622882
31349.3408146753,2.05805107666556
31349.3408146753,0.51085983267494
31349.3408146753,0.373842242178014
31349.3408146753,1.56565684452034
31349.3408146753,3.01512456940131
31349.3408146753,1.06935329828115
31349.3408146753,1.83867286686109
31349.3408146753,0.703125944891039
31349.3408146753,2.36017507439865
31349.3408146753,0.80140494069348
31349.3408146753,1.58951095654316
31349.3408146753,2.19621429619387
31349.3408146753,2.79885511322572
31349.3408146753,3.01370289407711
31349.3408146753,1.71912828886453
31349.3408146753,0.435501531198557
31349.3408146753,0.469020951089329
31349.3408146753,0.808986039393864
70668.792806951,2.06007016313017
70668.792806951,0.112191547056034
70668.792806951,2.66761838926515
70668.792806951,2.93422632565759
70668.792806951,2.13230937623431
70668.792806951,2.38051082755506
70668.792806951,2.33461950250529
70668.792806951,1.23221752310796
70668.792806951,2.05924452437235
70668.792806951,0.537798840821172
70668.792806951,2.21810920321822
70668.792806951,0.100005836322157
70668.792806951,0.869979215163289
70668.792806951,0.145051701612858
70668.792806951,0.30514849036063
70668.792806951,2.58696906401403
70668.792806951,2.18286849744474
70668.792806951,0.996197397016342
70668.792806951,2.98521060790962
70668.792806951,0.108215553452901
70668.792806951,1.3783560571005
70668.792806951,1.19870124571845
70668.792806951,2.40494191784856
70668.792806951,2.49819416754753
70668.792806951,0.587077601625226
70668.792806951,1.53864022779815
70668.792806951,1.39985033469435
70668.792806951,2.03045220448505
70668.792806951,2.22853534133869
70668.792806951,2.37091813587784
70668.792806951,0.867158354105291
70668.792806951,2.13534893622882
70668.792806951,2.05805107666556
70668.792806951,0.51085983267494
70668.792806951,0.373842242178014
70668.792806951,1.56565684452034
70668.792806951,3.01512456940131
70668.792806951,1.06935329828115
70668.792806951,1.83867286686109
70668.792806951,0.703125944891039
70668.792806951,2.36017507439865
70668.792806951,0.80140494069348
70668.792806951,1.58951095654316
70668.792806951,2.19621429619387
70668.792806951,2.79885511322572
70668.792806951,3.01370289407711
70668.792806951,1.71912828886453
70668.792806951,0.435501531198557
70668.792806951,0.469020951089329
70668.792806951,0.808986039393864
56617.9623112705,2.06007016313017
56617.9623112705,0.112191547056034
56617.9623112705,2.66761838926515
56617.9623112705,2.93422632565759
56617.9623112705,2.13230937623431
56617.9623112705,2.38051082755506
56617.9623112705,2.33461950250529
56617.9623112705,1.23221752310796
56617.9623112705,2.05924452437235
56617.9623112705,0.537798840821172
56617.9623112705,2.21810920321822
56617.9623112705,0.100005836322157
56617.9623112705,0.869979215163289
56617.9623112705,0.145051701612858
56617.9623112705,0.30514849036063
56617.9623112705,2.58696906401403
56617.9623112705,2.18286849744474
56617.9623112705,0.996197397016342
56617.9623112705,2.98521060790962
56617.9623112705,0.108215553452901
56617.9623112705,1.3783560571005
56617.9623112705,1.19870124571845
56617.9623112705,2.40494191784856
56617.9623112705,2.49819416754753
56617.9623112705,0.587077601625226
56617.9623112705,1.53864022779815
56617.9623112705,1.39985033469435
56617.9623112705,2.03045220448505
56617.9623112705,2.22853534133869
56617.9623112705,2.37091813587784
56617.9623112705,0.867158354105291
56617.9623112705,2.13534893622882
56617.9623112705,2.05805107666556
56617.9623112705,0.51085983267494
56617.9623112705,0.373842242178014
56617.9623112705,1.56565684452034
56617.9623112705,3.01512456940131
56617.9623112705,1.06935329828115
56617.9623112705,1.83867286686109
56617.9623112705,0.703125944891039
56617.9623112705,2.36017507439865
56617.9623112705,0.80140494069348
56617.9623112705,1.58951095654316
56617.9623112705,2.19621429619387
